game_date,release_speed,batter,pitcher,events,description,zone,stand,p_throws,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,ax,ay,az,launch_speed,launch_angle,release_spin_rate,pitch_name,pitcher_name
2014-06-05,93.3,425766,545363,sac_fly,hit_into_play_score,7,L,R,fly_ball,0,0,-1.1083416666666663,0.8048666666666666,-0.639,2.248,-12.9,34.926,-24.366,,,,2-Seam Fastball,터너
2014-06-05,84.4,446334,545363,force_out,hit_into_play,9,R,R,ground_ball,1,1,0.7063916666666666,0.6228333333333332,0.527,1.682,9.231,22.939,-27.561,,,,Cutter,터너
2014-06-05,94.3,446334,545363,,ball,14,R,R,,0,1,-1.1876666666666664,1.1087333333333331,1.546,2.256,-14.245,32.721,-20.215,,,,2-Seam Fastball,터너
2014-06-05,93.2,446334,545363,,swinging_strike,5,R,R,,0,0,-0.476525,1.4498666666666669,-0.023,2.517,-4.644,29.005,-15.841,,,,4-Seam Fastball,터너
2014-06-05,92.4,450314,545363,walk,ball,14,L,R,,3,0,-0.443125,1.4455666666666669,0.363,1.387,-4.108,29.09,-16.252,,,,4-Seam Fastball,터너
2014-06-05,92.5,450314,545363,,ball,13,L,R,,2,0,-1.0846833333333332,0.7747666666666666,-1.616,1.697,-12.439,32.154,-24.833,,,,2-Seam Fastball,터너
2014-06-05,91.7,450314,545363,,ball,11,L,R,,1,0,-0.4139,1.3667333333333331,-1.218,2.666,-3.686,28.283,-17.374,,,,4-Seam Fastball,터너
2014-06-05,91.4,450314,545363,,ball,13,L,R,,0,0,-0.4918333333333332,1.3624333333333332,-1.11,1.912,-4.68,27.892,-17.519,,,,4-Seam Fastball,터너
2014-06-05,94.2,430203,545363,single,hit_into_play_no_out,6,L,R,fly_ball,2,2,-0.668575,1.3223,0.379,2.432,-7.275,33.014,-17.39,,,,4-Seam Fastball,터너
2014-06-05,93.7,430203,545363,,foul,8,L,R,,2,1,-0.9329916666666664,1.014133333333333,-0.179,1.447,-10.754,31.513,-21.526,,,,4-Seam Fastball,터너
2014-06-05,93.1,430203,545363,,called_strike,1,L,R,,2,0,-0.468175,1.662,-0.568,3.139,-4.478,32.627,-13.316,,,,4-Seam Fastball,터너
2014-06-05,92.5,430203,545363,,ball,14,L,R,,1,0,-0.4695666666666666,1.6964,0.022,1.427,-4.45,29.424,-13.047,,,,4-Seam Fastball,터너
2014-06-05,91.0,430203,545363,,ball,14,L,R,,0,0,-0.09103333333333331,1.7551666666666668,1.297,1.709,0.499,27.564,-12.863,,,,4-Seam Fastball,터너
2014-05-31,85.7,408042,545363,field_out,hit_into_play,6,R,R,ground_ball,1,2,-0.010316666666666665,0.7819333333333331,0.499,2.087,1.345,27.127,-25.773,,,,Cutter,터너
2014-05-31,85.2,408042,545363,,blocked_ball,14,R,R,,0,2,-0.464,0.8564666666666666,0.693,0.767,-3.69,26.651,-25.068,,,,Changeup,터너
2014-05-31,84.0,408042,545363,,called_strike,6,R,R,,0,1,-0.20654166666666665,0.5167666666666666,0.319,2.656,-0.825,24.676,-28.773,,,,Cutter,터너
2014-05-31,82.3,408042,545363,,foul_bunt,8,R,R,,0,0,-0.117475,0.3978,-0.124,1.779,0.121,29.792,-30.152,,,,Cutter,터너
2014-05-31,92.8,600303,545363,single,hit_into_play_no_out,1,L,R,line_drive,1,1,-1.177925,1.3624333333333332,-0.431,3.007,-13.575,35.76,-17.473,,,,4-Seam Fastball,터너
2014-05-31,86.3,600303,545363,,ball,13,L,R,,0,1,-1.5842916666666669,0.3304333333333333,-1.067,0.51,-16.257,31.116,-30.689,,,,Changeup,터너
2014-05-31,77.1,600303,545363,,called_strike,7,L,R,,0,0,0.483725,-0.05656666666666666,-0.432,2.031,5.611,21.374,-34.38,,,,Curveball,터너
2014-05-31,92.2,592743,545363,field_out,hit_into_play,13,R,R,ground_ball,1,1,-1.2141083333333331,0.7360666666666665,-0.372,1.37,-14.039,31.874,-25.357,,,,2-Seam Fastball,터너
2014-05-31,84.5,592743,545363,,ball,11,R,R,,0,1,-1.4771333333333332,0.41786666666666655,-1.707,3.146,-14.692,26.522,-29.785,,,,Changeup,터너
2014-05-31,91.4,592743,545363,,foul,5,R,R,,0,0,-1.1153,1.0614333333333332,-0.023,2.675,-12.56,30.936,-21.43,,,,2-Seam Fastball,터너
2014-05-31,84.9,453400,545363,strikeout,swinging_strike,14,R,R,,1,2,-0.07155,0.7059666666666666,1.016,1.837,0.636,27.086,-26.707,,,,Cutter,터너
2014-05-31,84.4,453400,545363,,ball,14,R,R,,0,2,-0.209325,0.5397,1.211,1.168,-0.866,24.014,-28.494,,,,Cutter,터너
2014-05-31,91.8,453400,545363,,foul,9,R,R,,0,1,-0.9956166666666664,1.1660666666666664,0.765,1.758,-11.097,31.237,-20.072,,,,4-Seam Fastball,터너
2014-05-31,90.0,453400,545363,,called_strike,14,R,R,,0,0,-1.0665916666666664,0.8478666666666665,0.857,1.66,-11.615,28.311,-24.309,,,,2-Seam Fastball,터너
2014-05-31,87.0,457708,545363,force_out,hit_into_play,8,R,R,ground_ball,2,1,0.1191083333333333,0.4895333333333332,-0.025,1.573,2.878,27.803,-28.844,,,,Cutter,터너
2014-05-31,94.4,457708,545363,,ball,14,R,R,,1,1,-1.3212666666666668,1.0772,1.26,2.191,-16.097,33.314,-20.585,,,,2-Seam Fastball,터너
2014-05-31,86.3,457708,545363,,swinging_strike,8,R,R,,1,0,0.017516666666666666,0.5411333333333332,-0.076,1.851,1.688,26.003,-28.303,,,,Cutter,터너
2014-05-31,86.6,457708,545363,,ball,2,R,R,,0,0,0.2541,0.6386,0.118,3.459,4.444,25.564,-27.166,,,,Cutter,터너
2014-05-31,93.0,518692,545363,walk,ball,9,L,R,,3,1,-1.478525,0.4279,0.294,1.58,-17.852,30.732,-29.169,,,,2-Seam Fastball,터너
2014-05-31,85.6,518692,545363,,ball,11,L,R,,2,1,-1.5007916666666667,0.5741,-1.488,2.77,-15.365,26.586,-28.034,,,,Changeup,터너
2014-05-31,84.7,518692,545363,,ball,13,L,R,,1,1,0.2346166666666666,0.3318666666666666,-0.983,2.319,4.021,25.263,-30.695,,,,Cutter,터너
2014-05-31,93.4,518692,545363,,ball,14,L,R,,0,1,-1.562025,0.7217333333333332,1.367,1.408,-19.028,31.011,-25.378,,,,2-Seam Fastball,터너
2014-05-31,87.2,518692,545363,,swinging_strike,13,L,R,,0,0,-1.3087416666666667,-0.19703333333333328,-0.618,1.108,-13.615,29.421,-36.553,,,,Changeup,터너
2014-05-31,93.1,425834,545363,single,hit_into_play_no_out,7,R,R,ground_ball,0,2,-1.1208666666666665,0.8851333333333331,-0.462,2.095,-13.191,30.622,-23.238,,,,2-Seam Fastball,터너
2014-05-31,85.6,425834,545363,,foul,9,R,R,,0,2,-0.3290083333333333,0.4680333333333332,0.576,1.999,-2.197,29.547,-29.228,,,,Cutter,터너
2014-05-31,86.7,425834,545363,,swinging_strike,14,R,R,,0,1,-0.0632,0.4952666666666666,1.011,1.179,0.768,26.752,-28.802,,,,Cutter,터너
2014-05-31,93.2,425834,545363,,swinging_strike,13,R,R,,0,0,-1.4047666666666667,0.9023333333333332,-0.923,1.897,-16.544,38.207,-23.246,,,,2-Seam Fastball,터너
2014-05-31,94.4,518792,545363,single,hit_into_play_score,8,L,R,ground_ball,1,1,-1.5007916666666667,0.6658333333333332,0.138,1.533,-18.347,36.126,-26.04,,,,2-Seam Fastball,터너
2014-05-31,93.3,518792,545363,,ball,12,L,R,,0,1,-1.0151,1.156033333333333,1.258,2.571,-11.705,32.888,-19.825,,,,2-Seam Fastball,터너
2014-05-31,92.2,518792,545363,,called_strike,3,L,R,,0,0,-0.7200666666666666,1.3968333333333331,0.31,3.044,-7.662,31.665,-17.025,,,,4-Seam Fastball,터너
2014-05-31,92.1,429722,545363,sac_bunt,hit_into_play,4,R,R,ground_ball,0,1,-1.37415,0.8177666666666666,-0.644,2.263,-16.029,32.638,-24.366,,,,2-Seam Fastball,터너
2014-05-31,92.2,429722,545363,,foul_bunt,5,R,R,,0,0,-1.4840916666666668,1.0499666666666665,0.057,2.416,-17.586,31.084,-21.388,,,,2-Seam Fastball,터너
2014-05-31,92.3,408042,545363,walk,ball,14,R,R,,3,0,-1.403375,1.014133333333333,1.091,1.724,-16.329,33.685,-21.966,,,,2-Seam Fastball,터너
2014-05-31,92.0,408042,545363,,ball,11,R,R,,2,0,-1.102775,0.6844666666666666,-1.277,2.761,-12.555,31.971,-26.039,,,,2-Seam Fastball,터너
2014-05-31,86.2,408042,545363,,blocked_ball,14,R,R,,1,0,-0.08268333333333333,0.5096,1.19,0.397,0.543,26.984,-28.692,,,,Cutter,터너
2014-05-31,93.2,408042,545363,,ball,13,R,R,,0,0,-1.14035,1.2176666666666665,-0.095,1.195,-13.367,32.045,-19.025,,,,4-Seam Fastball,터너
2014-05-31,93.4,600303,545363,walk,ball,12,L,R,,3,0,-1.026233333333333,1.5903333333333332,1.27,2.841,-11.92,31.456,-14.15,,,,4-Seam Fastball,터너
2014-05-31,93.9,600303,545363,,ball,14,L,R,,2,0,-1.24055,1.1474333333333333,1.416,1.194,-14.831,32.105,-19.807,,,,2-Seam Fastball,터너
2014-05-31,92.6,600303,545363,,ball,14,L,R,,1,0,-1.2433333333333332,1.0313333333333332,0.795,1.295,-14.543,30.879,-21.558,,,,2-Seam Fastball,터너
2014-05-31,93.1,600303,545363,,ball,14,L,R,,0,0,-1.3838916666666667,1.207633333333333,0.513,1.028,-16.602,30.698,-19.157,,,,2-Seam Fastball,터너
2014-05-31,94.3,592743,545363,strikeout,foul_tip,13,R,R,,0,2,-1.3838916666666667,0.9969333333333332,-0.773,1.539,-17.094,30.664,-21.543,,,,2-Seam Fastball,터너
2014-05-31,86.4,592743,545363,,foul,9,R,R,,0,1,0.1316333333333333,0.3505,0.502,1.569,2.991,27.158,-30.427,,,,Cutter,터너
2014-05-31,85.1,592743,545363,,swinging_strike,8,R,R,,0,0,-0.159225,0.4694666666666666,-0.105,1.69,-0.327,28.116,-29.228,,,,Cutter,터너
2014-05-31,87.6,453400,545363,strikeout,swinging_strike,14,R,R,,2,2,0.20121666666666665,0.5038666666666666,1.773,1.82,3.901,26.607,-28.627,,,,Cutter,터너
2014-05-31,86.1,453400,545363,,swinging_strike,9,R,R,,2,1,-0.07015833333333332,0.3777333333333333,0.764,1.577,0.68,26.64,-30.149,,,,Cutter,터너
2014-05-31,94.4,453400,545363,,ball,14,R,R,,1,1,-1.4214666666666669,0.8493,1.254,2.125,-17.619,30.631,-23.491,,,,2-Seam Fastball,터너
2014-05-31,94.2,453400,545363,,ball,14,R,R,,0,1,-1.4506916666666667,0.9152333333333332,1.247,2.312,-17.857,31.72,-22.713,,,,2-Seam Fastball,터너
2014-05-31,83.6,453400,545363,,called_strike,5,R,R,,0,0,0.2861083333333333,0.37486666666666657,0.145,2.595,4.452,25.558,-30.293,,,,Cutter,터너
2014-05-31,87.1,457708,545363,single,hit_into_play_score,9,R,R,ground_ball,2,1,0.1859083333333333,0.8364,0.404,1.715,3.692,25.171,-24.867,,,,Cutter,터너
2014-05-31,94.0,457708,545363,,ball,13,R,R,,1,1,-1.111125,1.0944,-1.568,2.298,-13.25,32.072,-20.371,,,,2-Seam Fastball,터너
2014-05-31,86.1,457708,545363,,swinging_strike,9,R,R,,1,0,0.1205,0.5239333333333333,0.47,1.786,2.845,26.396,-28.523,,,,Cutter,터너
2014-05-31,94.5,457708,545363,,ball,14,R,R,,0,0,-1.6274333333333333,0.9095,1.605,0.936,-20.256,31.729,-22.781,,,,2-Seam Fastball,터너
2014-05-31,86.1,518692,545363,double,hit_into_play_score,8,L,R,line_drive,1,0,-1.5397583333333331,0.4809333333333332,-0.187,1.812,-15.855,28.262,-29.038,,,,Changeup,터너
2014-05-31,80.1,518692,545363,,ball,14,L,R,,0,0,0.07875,0.01653333333333333,0.789,1.272,2.042,23.518,-33.845,,,,Curveball,터너
2014-05-31,86.1,425834,545363,field_out,hit_into_play,9,R,R,line_drive,0,1,0.5240833333333332,0.4537,0.671,2.004,7.379,27.977,-29.324,,,,Cutter,터너
2014-05-31,84.7,425834,545363,,swinging_strike,14,R,R,,0,0,0.308375,0.2645,0.355,1.176,4.823,25.486,-31.417,,,,Cutter,터너
2014-05-31,93.3,518792,545363,walk,ball,11,L,R,,3,1,-1.514708333333333,0.5626333333333332,-1.822,3.017,-18.321,34.528,-27.45,,,,2-Seam Fastball,터너
2014-05-31,93.1,518792,545363,,ball,12,L,R,,2,1,-0.6616166666666666,1.619,1.712,2.687,-7.05,30.584,-13.842,,,,4-Seam Fastball,터너
2014-05-31,85.9,518792,545363,,ball,13,L,R,,1,1,-1.286475,0.4422333333333333,-1.979,2.4,-13.115,25.919,-29.425,,,,Changeup,터너
2014-05-31,86.3,518792,545363,,ball,11,L,R,,0,1,-0.9928333333333332,0.5253666666666666,-1.918,3.269,-9.799,27.995,-28.513,,,,Changeup,터너
2014-05-31,93.0,518792,545363,,called_strike,12,L,R,,0,0,-0.9204666666666667,1.3667333333333331,1.071,2.699,-10.561,28.177,-16.98,,,,4-Seam Fastball,터너
2014-05-31,92.0,429722,545363,field_out,hit_into_play,8,R,R,line_drive,0,0,-1.486875,1.0026666666666664,0.145,1.87,-17.602,29.184,-21.981,,,,2-Seam Fastball,터너
2014-05-31,92.4,408042,545363,single,hit_into_play_no_out,6,R,R,line_drive,3,1,-1.3087416666666667,1.0700333333333332,0.317,2.092,-15.496,28.542,-20.981,,,,2-Seam Fastball,터너
2014-05-31,92.7,408042,545363,,ball,14,R,R,,2,1,-1.2335916666666669,0.8751,1.207,2.006,-14.491,30.447,-23.5,,,,2-Seam Fastball,터너
2014-05-31,93.8,408042,545363,,foul,5,R,R,,2,0,-1.2642083333333332,0.802,0.146,2.196,-15.285,30.863,-24.222,,,,2-Seam Fastball,터너
2014-05-31,92.9,408042,545363,,ball,13,R,R,,1,0,-1.386675,0.8220666666666666,-1.212,1.903,-16.706,29.231,-24.066,,,,2-Seam Fastball,터너
2014-05-31,92.7,408042,545363,,ball,9,R,R,,0,0,-0.9928333333333332,1.0800666666666665,0.5,1.609,-11.356,29.871,-20.857,,,,4-Seam Fastball,터너
2014-05-31,95.0,600303,545363,field_out,hit_into_play,6,L,R,ground_ball,0,2,-0.969175,1.435533333333333,0.439,2.429,-11.613,31.447,-15.509,,,,4-Seam Fastball,터너
2014-05-31,87.6,600303,545363,,swinging_strike,2,L,R,,0,1,-1.3491,0.7031,-0.253,2.995,-14.29,28.133,-26.367,,,,Changeup,터너
2014-05-31,93.2,600303,545363,,foul,1,L,R,,0,0,-0.7381583333333332,1.6089666666666669,-0.409,3.262,-8.156,29.291,-13.768,,,,4-Seam Fastball,터너
2014-05-31,88.2,592743,545363,field_out,hit_into_play,8,R,R,ground_ball,1,1,-1.3825,0.6070666666666666,-0.109,2.273,-14.976,26.947,-27.371,,,,Changeup,터너
2014-05-31,93.3,592743,545363,,ball,13,R,R,,0,1,-1.3463166666666668,0.8822666666666666,-1.445,2.583,-16.266,30.911,-23.231,,,,2-Seam Fastball,터너
2014-05-31,93.9,592743,545363,,called_strike,12,R,R,,0,0,-1.303175,1.1116,0.956,2.759,-15.854,30.459,-20.133,,,,2-Seam Fastball,터너
2014-05-31,85.8,453400,545363,strikeout,swinging_strike,14,R,R,,1,2,0.233225,0.5325333333333332,1.079,1.676,4.166,22.233,-28.389,,,,Cutter,터너
2014-05-31,84.5,453400,545363,,ball,14,R,R,,0,2,0.08570833333333333,0.5741,1.408,0.825,2.355,24.92,-28.137,,,,Cutter,터너
2014-05-31,93.0,453400,545363,,foul,4,R,R,,0,1,-1.197408333333333,1.211933333333333,-0.339,2.303,-14.146,30.631,-19.085,,,,4-Seam Fastball,터너
2014-05-31,92.7,453400,545363,,called_strike,8,R,R,,0,0,-1.4131166666666668,0.7074,0.162,1.71,-16.761,32.524,-25.663,,,,2-Seam Fastball,터너
2014-05-31,92.8,457708,545363,field_out,hit_into_play,9,R,R,line_drive,0,0,-1.3393583333333332,1.0843666666666665,0.483,2.096,-15.898,30.834,-20.801,,,,2-Seam Fastball,터너
2014-05-31,76.4,518692,545363,field_out,hit_into_play,5,L,R,popup,1,0,0.2972416666666666,0.2716666666666666,0.043,2.492,3.858,19.485,-31.466,,,,Curveball,터너
2014-05-31,90.8,518692,545363,,ball,11,L,R,,0,0,-0.73955,1.0241666666666664,-1.079,2.613,-7.744,28.593,-21.942,,,,4-Seam Fastball,터너
2014-05-31,94.3,425834,545363,single,hit_into_play_no_out,5,R,R,ground_ball,1,1,-1.2850833333333331,0.8550333333333331,-0.206,2.454,-15.785,30.157,-23.42,,,,2-Seam Fastball,터너
2014-05-31,95.1,425834,545363,,ball,14,R,R,,0,1,-1.319875,1.1474333333333333,1.484,1.855,-16.458,30.421,-19.377,,,,2-Seam Fastball,터너
2014-05-31,93.0,425834,545363,,foul,2,R,R,,0,0,-0.7785166666666666,1.4556,0.089,3.206,-8.607,30.529,-15.934,,,,4-Seam Fastball,터너
2014-05-31,94.7,518792,545363,field_out,hit_into_play,9,L,R,fly_ball,3,2,-1.49105,1.4670666666666667,0.422,1.823,-18.472,33.73,-15.404,,,,2-Seam Fastball,터너
2014-05-31,94.2,518792,545363,,foul,4,L,R,,3,2,-1.244725,0.8378333333333331,-0.503,2.516,-15.077,32.83,-23.713,,,,2-Seam Fastball,터너
2014-05-31,87.3,518792,545363,,ball,14,L,R,,2,2,-1.5091416666666668,0.3060666666666666,0.279,0.98,-15.79,31.302,-30.914,,,,Changeup,터너
2014-05-31,93.3,518792,545363,,foul,1,L,R,,2,1,-0.9218583333333332,1.3868,-0.472,3.207,-10.564,31.294,-16.744,,,,4-Seam Fastball,터너
2014-05-31,93.0,518792,545363,,ball,12,L,R,,1,1,-0.8745416666666666,1.4627666666666668,0.882,3.305,-9.784,32.891,-15.976,,,,4-Seam Fastball,터너
2014-05-31,86.3,518792,545363,,ball,13,L,R,,0,1,-1.2892583333333332,0.1799333333333333,-1.297,2.345,-13.119,29.114,-32.323,,,,Changeup,터너
2014-05-31,92.6,518792,545363,,swinging_strike,13,L,R,,0,0,-1.45765,0.7676,-1.19,1.925,-17.409,31.103,-24.878,,,,2-Seam Fastball,터너
2014-05-24,85.2,501981,545363,double,hit_into_play_no_out,6,R,R,line_drive,2,1,0.20260833333333328,0.6042,0.412,2.489,3.725,24.582,-27.699,,,,Cutter,터너
2014-05-24,92.4,501981,545363,,ball,12,R,R,,1,1,-1.520275,0.8034333333333331,1.363,2.541,-17.987,32.114,-24.512,,,,2-Seam Fastball,터너
2014-05-24,85.5,501981,545363,,ball,14,R,R,,0,1,0.1205,0.9052,2.269,0.448,2.833,22.298,-24.353,,,,Cutter,터너
2014-05-24,83.8,501981,545363,,called_strike,6,R,R,,0,0,0.041175,0.5827,0.688,2.446,1.838,25.457,-28.119,,,,Cutter,터너
2014-05-24,91.1,571697,545363,field_out,hit_into_play,5,L,R,ground_ball,2,0,-1.0791166666666665,1.164633333333333,0.042,2.368,-12.195,27.086,-20.064,,,,4-Seam Fastball,터너
2014-05-24,91.3,571697,545363,,ball,11,L,R,,1,0,-1.3268333333333333,0.9066333333333332,-0.575,3.639,-15.318,29.927,-23.32,,,,2-Seam Fastball,터너
2014-05-24,84.6,571697,545363,,ball,11,L,R,,0,0,-1.2795166666666669,0.5468666666666666,-1.868,2.822,-12.659,24.94,-28.39,,,,Changeup,터너
2014-05-24,85.3,448602,545363,single,hit_into_play,14,R,R,line_drive,1,2,-0.367975,0.8407,1.003,2.014,-2.612,28.471,-25.262,,,,Cutter,터너
2014-05-24,85.0,448602,545363,,swinging_strike_blocked,14,R,R,,1,1,-0.267775,0.37056666666666654,0.982,0.867,-1.532,24.762,-30.266,,,,Cutter,터너
2014-05-24,85.1,448602,545363,,ball,14,R,R,,0,1,-0.242725,0.7661666666666666,1.603,1.467,-1.227,28.908,-26.103,,,,Cutter,터너
2014-05-24,84.0,448602,545363,,called_strike,14,R,R,,0,0,0.0008166666666666666,0.7905333333333331,1.35,2.432,1.405,25.723,-25.926,,,,Cutter,터너
2014-05-24,92.8,460576,545363,single,hit_into_play_no_out,14,R,R,line_drive,1,1,-1.5648083333333331,0.9525,0.228,1.344,-18.829,31.044,-22.516,,,,2-Seam Fastball,터너
2014-05-24,92.3,460576,545363,,called_strike,14,R,R,,1,0,-1.4228583333333331,1.0829333333333333,1.163,1.977,-16.874,28.742,-20.909,,,,2-Seam Fastball,터너
2014-05-24,91.7,460576,545363,,ball,14,R,R,,0,0,-1.39085,0.9152333333333332,0.608,1.204,-16.135,30.708,-23.21,,,,2-Seam Fastball,터너
2014-05-24,82.2,518960,545363,field_out,hit_into_play,9,R,R,line_drive,1,2,0.249925,0.4981333333333332,0.425,1.966,3.945,23.494,-29.088,,,,Cutter,터너
2014-05-24,91.5,518960,545363,,foul,13,R,R,,1,1,-1.0846833333333332,0.9424666666666665,-1.136,1.42,-12.272,29.607,-22.833,,,,2-Seam Fastball,터너
2014-05-24,92.3,518960,545363,,foul,8,R,R,,1,0,-1.5230583333333332,0.6113666666666666,-0.179,1.871,-17.909,34.167,-26.961,,,,2-Seam Fastball,터너
2014-05-24,92.7,518960,545363,,blocked_ball,14,R,R,,0,0,-1.0958166666666664,0.9639666666666664,0.984,0.655,-12.635,30.553,-22.396,,,,2-Seam Fastball,터너
2014-05-24,94.0,460075,545363,single,hit_into_play_no_out,14,R,R,ground_ball,2,1,-1.17375,1.0069666666666663,0.749,1.55,-14.113,30.062,-21.492,,,,2-Seam Fastball,터너
2014-05-24,93.9,460075,545363,,ball,14,R,R,,1,1,-1.077725,1.224833333333333,1.416,2.227,-12.691,32.143,-18.779,,,,4-Seam Fastball,터너
2014-05-24,94.4,460075,545363,,ball,14,R,R,,0,1,-1.4061583333333332,0.9410333333333332,1.868,1.439,-17.252,32.202,-22.372,,,,2-Seam Fastball,터너
2014-05-24,93.2,460075,545363,,foul,4,R,R,,0,0,-1.3602333333333332,1.3681666666666668,-0.316,2.887,-16.094,35.874,-17.255,,,,2-Seam Fastball,터너
2014-05-24,82.3,516416,545363,field_out,hit_into_play,2,R,R,ground_ball,1,1,0.1650333333333333,0.3419,-0.132,2.937,3.029,26.659,-30.685,,,,Cutter,터너
2014-05-24,93.0,516416,545363,,ball,14,R,R,,0,1,-1.0373666666666663,0.8794,0.552,0.738,-12.005,30.149,-23.364,,,,2-Seam Fastball,터너
2014-05-24,92.7,516416,545363,,called_strike,7,R,R,,0,0,-1.2628166666666667,1.1273666666666664,-0.591,1.523,-14.896,30.707,-20.258,,,,2-Seam Fastball,터너
2014-05-24,85.5,503449,545363,field_out,hit_into_play,14,R,R,ground_ball,1,2,0.1859083333333333,0.4064,1.181,2.584,3.501,28.815,-29.885,,,,Cutter,터너
2014-05-24,93.1,503449,545363,,foul,6,R,R,,1,1,-1.3143083333333332,1.3309,0.819,2.834,-15.64,31.966,-17.598,,,,2-Seam Fastball,터너
2014-05-24,93.9,503449,545363,,foul,6,R,R,,1,0,-1.2669916666666667,0.9998,0.43,2.565,-15.242,32.716,-21.701,,,,2-Seam Fastball,터너
2014-05-24,92.9,503449,545363,,ball,12,R,R,,0,0,-1.20715,1.3423666666666667,1.058,3.365,-14.206,31.058,-17.481,,,,4-Seam Fastball,터너
2014-05-24,91.6,407489,545363,grounded_into_double_play,hit_into_play,13,L,R,ground_ball,1,1,-1.4604333333333333,0.7016666666666665,-1.355,2.447,-17.182,29.334,-25.805,,,,2-Seam Fastball,터너
2014-05-24,93.2,407489,545363,,ball,13,L,R,,0,1,-1.15705,0.9754333333333332,-1.32,2.39,-13.6,32.898,-22.139,,,,2-Seam Fastball,터너
2014-05-24,93.1,407489,545363,,foul,4,L,R,,0,0,-1.3477083333333333,1.2979333333333332,-0.795,2.601,-15.91,35.301,-18.162,,,,2-Seam Fastball,터너
2014-05-24,95.3,501981,545363,walk,ball,1,R,R,,3,2,-1.0652,1.2735666666666663,-0.812,3.09,-12.856,35.553,-17.765,,,,4-Seam Fastball,터너
2014-05-24,85.6,501981,545363,,ball,14,R,R,,2,2,0.091275,0.5554666666666666,1.226,0.754,2.493,24.991,-28.207,,,,Cutter,터너
2014-05-24,94.1,501981,545363,,called_strike,14,R,R,,2,1,-1.4562583333333332,0.7117,0.999,2.24,-17.915,31.345,-25.391,,,,2-Seam Fastball,터너
2014-05-24,94.5,501981,545363,,ball,13,R,R,,1,1,-1.305958333333333,1.0743333333333331,-1.352,1.834,-16.073,31.653,-20.499,,,,2-Seam Fastball,터너
2014-05-24,84.9,501981,545363,,ball,8,R,R,,0,1,0.049525,0.2774,0.178,1.441,1.97,27.244,-31.277,,,,Cutter,터너
2014-05-24,83.0,501981,545363,,swinging_strike,14,R,R,,0,0,-0.08268333333333333,0.5239333333333333,0.446,0.812,0.493,27.441,-28.83,,,,Cutter,터너
2014-05-24,82.4,501981,545363,pickoff_1b,called_strike,4,R,R,,1,0,0.4781583333333332,0.2931666666666666,-0.647,2.824,6.228,28.01,-31.167,,,,Cutter,터너
2014-05-24,93.6,501981,545363,,ball,14,R,R,,0,0,-1.5759416666666668,1.199033333333333,1.326,1.241,-19.072,33.307,-19.305,,,,2-Seam Fastball,터너
2014-05-24,93.4,571697,545363,field_out,hit_into_play,1,L,R,fly_ball,2,1,-1.1834916666666664,0.8335333333333331,-0.601,2.652,-14.01,32.777,-23.928,,,,2-Seam Fastball,터너
2014-05-24,84.6,571697,545363,,ball,11,L,R,,1,1,-1.3727583333333333,0.6013333333333332,-1.601,2.729,-13.587,26.504,-27.849,,,,Changeup,터너
2014-05-24,85.6,571697,545363,,ball,11,L,R,,0,1,-1.3393583333333332,0.7704666666666666,-1.871,2.73,-13.592,26.421,-25.878,,,,Changeup,터너
2014-05-24,93.1,571697,545363,,foul,13,L,R,,0,0,-1.6302166666666669,1.0241666666666664,-0.881,1.907,-19.698,33.871,-21.59,,,,2-Seam Fastball,터너
2014-05-24,95.6,448602,545363,single,hit_into_play_no_out,5,R,R,ground_ball,1,2,-1.5662,0.4293333333333333,-0.066,2.284,-19.861,35.766,-29.022,,,,2-Seam Fastball,터너
2014-05-24,85.2,448602,545363,,ball,14,R,R,,0,2,0.24575,0.5841333333333332,2.46,0.292,4.142,27.095,-27.991,,,,Cutter,터너
2014-05-24,83.2,448602,545363,,swinging_strike,9,R,R,,0,1,-0.075725,0.5038666666666666,0.675,1.894,0.573,27.484,-29.014,,,,Cutter,터너
2014-05-24,93.2,448602,545363,,called_strike,14,R,R,,0,0,-1.5731583333333332,1.6061,0.929,2.169,-18.974,33.254,-14.141,,,,2-Seam Fastball,터너
2014-05-24,92.3,460576,545363,field_out,hit_into_play,9,R,R,ground_ball,0,0,-1.1918416666666665,1.1230666666666664,0.36,1.998,-13.824,30.722,-20.438,,,,2-Seam Fastball,터너
2014-05-24,85.2,518960,545363,field_out,hit_into_play,9,R,R,line_drive,1,2,-0.10495,0.372,0.561,1.478,0.275,26.324,-30.252,,,,Cutter,터너
2014-05-24,85.7,518960,545363,,blocked_ball,14,R,R,,0,2,0.082925,0.6128,2.168,-0.903,2.378,25.975,-27.627,,,,Cutter,터너
2014-05-24,95.0,518960,545363,,foul,13,R,R,,0,1,-1.5662,1.1417,-0.604,1.287,-19.415,37.589,-19.732,,,,2-Seam Fastball,터너
2014-05-24,84.8,518960,545363,,called_strike,9,R,R,,0,0,0.06900833333333332,0.6142333333333332,0.729,1.769,2.152,29.546,-27.757,,,,Cutter,터너
2014-05-24,85.3,460075,545363,force_out,hit_into_play,9,R,R,ground_ball,2,2,-0.035366666666666664,0.4637333333333332,0.667,2.159,1.037,28.468,-29.282,,,,Cutter,터너
